,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_apertures,number_of_dots,number_of_sets,coherent_direction,coherence,opposite_coherence,dot_radius,dot_life,move_distance,aperture_width,aperture_height,dot_color,background_color,RDK_type,aperture_type,reinsert_type,frame_rate,frame_rate_array,number_of_frames,aperture_center_x,aperture_center_y,fixation_cross,fixation_cross_width,fixation_cross_height,fixation_cross_color,fixation_cross_thickness,border,colour_config,rotation_config,border_color,canvas_width,canvas_height,stair_coh1,stair_coh2
10,RDK,10,99294,0.0-8.1-0.1,1831.984999997076,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.8",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.340948904986856,"[14.054999977815896,13.760000001639128,13.070000015432015,13.054999988526106,13.590000016847625,13.134999986505136,13.319999998202547,13.29000000259839,13.384999998379499,13.305000000400469,13.41000001411885,13.399999996181577,13.240000000223517,13.374999980442226,13.220000022556633,13.444999989587814,14.46499998564832,12.230000022100285,13.429999991785735,13.044999999692664,13.305000000400469,14.044999988982454,12.705000001005828,13.189999997848645,13.420000002952293,13.365000020712614,13.240000000223517,13.314999989233911,13.414999993983656,13.230000011390075,13.389999978244305,13.440000009723008,13.295000011567026,13.459999987389892,13.280000013764948,13.21000000461936,13.364999991608784,13.390000007348135,13.254999998025596,13.334999996004626,13.439999980619177,13.335000025108457,13.264999986859038,13.349999993806705,13.420000002952293,13.334999996004626,13.200000015785918,13.459999987389892,13.485000003129244,13.124999997671694,13.254999998025596,13.360000011743978,13.355000002775341,13.470000005327165,13.214999984484166,13.440000009723008,13.19499997771345,13.340000004973263,13.425000011920929,13.245000009192154,13.444999989587814,13.379999989410862,13.225000002421439,13.405000005150214,13.37000000057742,13.280000013764948,13.364999991608784,13.399999996181577,13.195000006817281,13.420000002952293,13.305000000400469,13.299999991431832,13.390000007348135,13.374999980442226,13.25000001816079,13.544999994337559,13.230000011390075,13.379999989410862,13.21000000461936,13.44999999855645,13.225000002421439,13.334999996004626,13.435000000754371,13.179999979911372,13.510000018868595,13.284999993629754,13.349999993806705,13.195000006817281,13.444999989587814,13.46500002546236,13.334999996004626,13.204999995650724,13.384999998379499,13.310000009369105,13.254999998025596,13.394999987212941,13.394999987212941,13.295000011567026,13.245000009192154,13.455000007525086,13.399999996181577,13.19499997771345,13.425000011920929,13.375000009546056,13.334999996004626,13.374999980442226,13.305000000400469,13.340000004973263,13.334999996004626,13.319999998202547,13.25000001816079,13.40999998501502,13.310000009369105,13.275000004796311,13.384999998379499,13.364999991608784,13.334999996004626,13.405000005150214,13.260000006994233,13.245000009192154,13.379999989410862,13.375000009546056,13.349999993806705,13.275000004796311,13.374999980442226,13.375000009546056,13.364999991608784,13.195000006817281,13.355000002775341,13.345000013941899,13.52999999653548,13.184999988880008,13.379999989410862,13.350000022910535,13.305000000400469,13.379999989410862,13.334999996004626]",137.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
11,html-keyboard-response,11,99846,0.0-8.1-1.1,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,html-keyboard-response,12,101757,0.0-9.0,1910.0,<div style='background: #d3d3d3;padding: 20px;'><p>Let's try one more time.</p>Press <b>SPACE</b> to proceed</div>,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,RDK,13,104243,0.0-10.0-0.0,2485.144999984186,,75.0,,False,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.5,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.33604838701606,"[14.599999994970858,11.689999984810129,13.320000027306378,13.254999998025596,13.299999991431832,13.355000002775341,13.269999995827675,13.325000007171184,13.344999984838068,13.300000020535663,13.559999992139637,13.21000000461936,13.29000000259839,13.309999980265275,13.37000000057742,13.29000000259839,13.444999989587814,13.360000011743978,13.310000009369105,13.24999998905696,17.380000004777685,9.465000010095537,13.204999995650724,13.414999993983656,13.340000004973263,13.219999993452802,13.444999989587814,13.360000011743978,13.230000011390075,13.419999973848462,13.350000022910535,13.24999998905696,13.425000011920929,13.340000004973263,13.419999973848462,13.17000002018176,13.32999998703599,13.319999998202547,13.425000011920929,13.260000006994233,13.429999991785735,13.459999987389892,13.13000000664033,13.429999991785735,13.405000005150214,13.275000004796311,13.375000009546056,13.279999984661117,13.225000002421439,13.455000007525086,13.379999989410862,13.230000011390075,13.429999991785735,13.825000001816079,12.92999999714084,13.299999991431832,13.295000011567026,13.269999995827675,13.295000011567026,13.420000002952293,13.399999996181577,13.254999998025596,13.279999984661117,13.420000002952293,13.390000007348135,13.355000002775341,13.165000011213124,13.454999978421256,13.375000009546056,13.184999988880008,13.400000025285408,13.319999998202547,13.389999978244305,13.325000007171184,13.390000007348135,13.359999982640147,13.350000022910535,13.244999980088323,13.310000009369105,13.295000011567026,13.309999980265275,13.380000018514693,13.394999987212941,13.225000002421439,13.384999998379499,13.464999996358529,13.230000011390075,13.420000002952293,13.464999996358529,13.214999984484166,16.550000000279397,10.110000002896413,13.25000001816079,13.309999980265275,13.345000013941899,13.414999993983656,13.269999995827675,13.375000009546056,13.474999985191971,13.195000006817281,13.555000012274832,13.160000002244487,13.454999978421256,13.240000000223517,13.265000015962869,13.435000000754371,13.319999998202547,13.225000002421439,13.435000000754371,13.399999996181577,13.390000007348135,13.144999975338578,13.440000009723008,13.314999989233911,13.270000024931505,13.359999982640147,13.41000001411885,13.214999984484166,13.435000000754371,13.284999993629754,13.29000000259839,13.415000023087487,13.324999978067353,13.345000013941899,13.375000009546056,13.254999998025596,13.284999993629754,13.355000002775341,13.309999980265275,13.355000002775341,13.37000000057742,13.420000002952293,13.395000016316772,13.225000002421439,13.344999984838068,13.360000011743978,13.264999986859038,13.49000001209788,13.309999980265275,13.29000000259839,13.33000001613982,13.37000000057742,13.269999995827675,13.474999985191971,13.220000022556633,13.40999998501502,13.230000011390075,13.414999993983656,13.399999996181577,13.160000002244487,13.474999985191971,13.335000025108457,13.27499997569248,13.315000018337741,13.355000002775341,13.399999996181577,13.294999982463196,13.360000011743978,13.219999993452802,13.525000016670674,13.244999980088323,13.29000000259839,13.405000005150214,13.254999998025596,13.405000005150214,13.399999996181577,13.280000013764948,13.29000000259839,13.339999975869432,13.390000007348135,13.420000002952293,13.280000013764948,16.389999975217506,10.250000021187589,16.485000000102445,10.41999997687526,13.085000013234094,13.524999987566844,13.109999999869615,13.485000003129244,13.269999995827675,13.38500002748333,13.244999980088323,13.349999993806705,13.38500002748333,13.534999976400286]",186.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
14,html-keyboard-response,14,104795,0.0-10.0-1.0,,<h2 style='background: white;padding: 10px;'> <font color='red'> Wrong. </font>  </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,RDK,15,106580,0.0-10.1-0.1,1784.1750000079626,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.5,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.357556390898175,"[16.170000017154962,13.28999997349456,13.310000009369105,13.364999991608784,13.200000015785918,13.355000002775341,13.374999980442226,13.230000011390075,13.379999989410862,13.335000025108457,13.294999982463196,13.405000005150214,13.305000000400469,13.325000007171184,13.269999995827675,13.364999991608784,13.37000000057742,13.509999989764765,13.195000006817281,13.325000007171184,13.455000007525086,13.279999984661117,13.319999998202547,13.470000005327165,13.295000011567026,13.214999984484166,13.230000011390075,13.405000005150214,16.46499999333173,10.29999999445863,13.395000016316772,13.20999997551553,13.57000001007691,13.280000013764948,13.264999986859038,13.275000004796311,13.379999989410862,16.31999999517575,10.265000018989667,13.394999987212941,13.435000000754371,13.195000006817281,13.420000002952293,13.334999996004626,13.234999991254881,13.380000018514693,13.324999978067353,13.325000007171184,13.444999989587814,13.335000025108457,13.284999993629754,13.24999998905696,13.405000005150214,13.375000009546056,13.324999978067353,13.280000013764948,13.314999989233911,13.33000001613982,13.420000002952293,13.294999982463196,13.325000007171184,13.44999999855645,13.215000013587996,13.464999996358529,13.29000000259839,13.284999993629754,13.325000007171184,13.364999991608784,13.440000009723008,13.189999997848645,13.424999982817098,13.33000001613982,13.24999998905696,13.384999998379499,13.494999991962686,13.145000004442409,13.384999998379499,13.415000023087487,13.204999995650724,13.485000003129244,13.234999991254881,13.390000007348135,13.219999993452802,13.459999987389892,13.390000007348135,13.305000000400469,13.325000007171184,13.234999991254881,13.500000000931323,13.230000011390075,13.254999998025596,13.37000000057742,13.500000000931323,13.175000000046566,13.414999993983656,13.319999998202547,13.264999986859038,13.510000018868595,13.29000000259839,13.234999991254881,16.494999988935888,10.165000014239922,13.334999996004626,13.444999989587814,13.350000022910535,13.224999973317608,13.415000023087487,13.394999987212941,13.314999989233911,13.405000005150214,13.254999998025596,13.225000002421439,13.37000000057742,13.445000018691644,13.234999991254881,13.344999984838068,13.380000018514693,13.399999996181577,13.275000004796311,13.294999982463196,13.37000000057742,13.260000006994233,13.435000000754371,13.364999991608784,13.254999998025596,13.430000020889565,13.225000002421439,13.29000000259839,13.459999987389892,13.384999998379499,13.269999995827675,13.33000001613982,13.339999975869432]",133.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
16,html-keyboard-response,16,107133,0.0-10.1-1.1,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,html-keyboard-response,17,109235,0.0-11.0,2101.0,<div style='background: #d3d3d3;padding: 20px;'><p>With time trials will start getting more difficult.</p>Press <b>SPACE</b> to proceed</div>,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,RDK,18,110782,0.0-12.0-0.0,1546.2549999938346,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.1,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.260344827672114,"[4.6199999924283475,13.225000002421439,13.345000013941899,13.254999998025596,13.245000009192154,13.514999998733401,13.284999993629754,13.234999991254881,13.445000018691644,13.254999998025596,13.420000002952293,13.319999998202547,13.459999987389892,13.160000002244487,13.429999991785735,13.33000001613982,13.164999982109293,13.375000009546056,13.349999993806705,13.284999993629754,13.510000018868595,13.260000006994233,13.514999998733401,13.184999988880008,13.295000011567026,13.254999998025596,13.459999987389892,13.310000009369105,13.524999987566844,13.16999999107793,13.255000027129427,13.389999978244305,13.300000020535663,13.37000000057742,13.334999996004626,13.389999978244305,13.350000022910535,16.275000001769513,10.279999987687916,13.345000013941899,13.504999980796129,13.204999995650724,13.430000020889565,13.284999993629754,13.310000009369105,13.339999975869432,13.460000016493723,13.275000004796311,17.174999986309558,9.480000007897615,13.204999995650724,13.440000009723008,13.344999984838068,13.315000018337741,13.35499997367151,13.415000023087487,13.349999993806705,13.225000002421439,13.40999998501502,13.310000009369105,13.414999993983656,13.240000000223517,13.44999999855645,13.240000000223517,13.520000007702038,13.184999988880008,13.240000000223517,13.464999996358529,16.565000027185306,9.999999980209395,13.460000016493723,16.509999986737967,10.815000016009435,12.704999971901998,13.225000002421439,13.29000000259839,13.480000023264438,13.28999997349456,13.285000022733584,13.355000002775341,13.429999991785735,13.399999996181577,13.474999985191971,13.205000024754554,13.184999988880008,13.349999993806705,13.375000009546056,13.334999996004626,13.310000009369105,13.500000000931323,13.279999984661117,13.219999993452802,13.415000023087487,13.29000000259839,13.404999976046383,13.280000013764948,13.279999984661117,13.405000005150214,13.33000001613982,13.324999978067353,13.355000002775341,13.375000009546056,13.299999991431832,13.340000004973263,13.384999998379499,13.234999991254881,13.295000011567026,13.390000007348135,16.494999988935888,10.180000012042001,13.314999989233911,13.470000005327165,13.160000002244487,13.37000000057742,13.37000000057742,13.305000000400469]",116.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
19,html-keyboard-response,19,111334,0.0-12.0-1.0,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,html-keyboard-response,20,112472,0.0-13.0,1137.0,<div style='background: #d3d3d3;padding: 20px;'><p>Let's try a few more times to practice.</p>Press <b>SPACE</b> to proceed</div>,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,RDK,21,113998,0.0-14.0-0.0,1524.9100000073665,,80.0,,True,"k,p",p,-1.0,True,2.0,100.0,1.0,"-90,-90","0,0.1",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.293991228126464,"[8.814999979222193,16.060000023571774,10.29999999445863,13.284999993629754,13.429999991785735,13.240000000223517,13.395000016316772,13.314999989233911,13.295000011567026,13.305000000400469,13.405000005150214,13.279999984661117,13.405000005150214,13.340000004973263,13.299999991431832,13.41000001411885,13.32999998703599,13.254999998025596,16.570000007050112,10.225000005448237,13.179999979911372,13.495000021066517,13.399999996181577,13.624999992316589,12.900000001536682,13.394999987212941,13.254999998025596,13.319999998202547,13.400000025285408,13.305000000400469,13.299999991431832,13.479999994160607,13.319999998202547,13.219999993452802,13.44999999855645,13.415000023087487,13.319999998202547,13.259999977890402,13.345000013941899,13.16999999107793,13.555000012274832,13.204999995650724,13.325000007171184,13.349999993806705,13.319999998202547,13.340000004973263,13.379999989410862,13.505000009899959,13.16999999107793,13.405000005150214,13.275000004796311,13.284999993629754,13.800000015180558,13.124999997671694,13.095000002067536,13.414999993983656,13.29000000259839,13.454999978421256,13.315000018337741,13.299999991431832,16.60999999148771,10.090000025229529,13.229999982286245,13.345000013941899,13.40999998501502,13.405000005150214,13.165000011213124,13.309999980265275,13.470000005327165,13.325000007171184,13.319999998202547,13.665000005858019,13.044999999692664,13.374999980442226,13.440000009723008,13.540000014472753,12.959999992744997,13.279999984661117,13.390000007348135,13.41000001411885,13.264999986859038,13.319999998202547,13.280000013764948,13.384999998379499,13.435000000754371,13.305000000400469,13.299999991431832,13.295000011567026,13.419999973848462,13.375000009546056,13.340000004973263,13.340000004973263,13.305000000400469,13.32999998703599,13.269999995827675,13.319999998202547,13.445000018691644,13.164999982109293,13.37000000057742,13.400000025285408,13.32999998703599,13.29000000259839,13.405000005150214,13.394999987212941,13.364999991608784,13.380000018514693,13.189999997848645,13.359999982640147,13.305000000400469,13.405000005150214,13.315000018337741,13.319999998202547,13.359999982640147,13.220000022556633]",114.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
22,html-keyboard-response,22,114551,0.0-14.0-1.0,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,RDK,23,116317,0.0-14.1-0.1,1765.3750000172297,,75.0,,True,"k,p",k,-1.0,True,2.0,100.0,1.0,"90,90","0.05,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.413320610544979,"[10.01999998698011,13.305000000400469,13.375000009546056,13.189999997848645,13.305000000400469,13.359999982640147,13.280000013764948,13.32999998703599,13.350000022910535,13.334999996004626,13.359999982640147,13.285000022733584,13.374999980442226,13.254999998025596,13.365000020712614,13.344999984838068,13.295000011567026,13.394999987212941,13.479999994160607,13.280000013764948,13.305000000400469,13.429999991785735,13.215000013587996,13.389999978244305,13.335000025108457,13.35499997367151,13.54500002344139,13.109999999869615,13.299999991431832,13.349999993806705,13.360000011743978,13.364999991608784,13.264999986859038,13.360000011743978,13.334999996004626,13.334999996004626,13.440000009723008,13.275000004796311,13.299999991431832,13.305000000400469,13.305000000400469,13.364999991608784,13.380000018514693,13.344999984838068,13.375000009546056,13.379999989410862,13.285000022733584,13.359999982640147,13.355000002775341,25.04499998758547,14.900000009220093,13.334999996004626,13.395000016316772,13.319999998202547,13.32999998703599,13.425000011920929,13.284999993629754,13.524999987566844,13.145000004442409,13.269999995827675,13.355000002775341,13.315000018337741,13.355000002775341,13.305000000400469,13.309999980265275,13.395000016316772,13.44999999855645,13.13000000664033,13.744999974733219,12.990000017452985,13.479999994160607,13.360000011743978,13.184999988880008,13.470000005327165,13.279999984661117,13.305000000400469,13.78500001737848,13.000000006286427,13.159999973140657,13.435000000754371,13.340000004973263,13.345000013941899,13.305000000400469,13.279999984661117,13.269999995827675,13.400000025285408,13.37000000057742,13.334999996004626,13.349999993806705,13.32999998703599,13.295000011567026,13.474999985191971,13.500000000931323,13.125000026775524,13.43499997165054,13.280000013764948,13.24999998905696,13.270000024931505,13.429999991785735,13.420000002952293,13.184999988880008,13.384999998379499,13.254999998025596,13.334999996004626,13.395000016316772,13.394999987212941,13.25000001816079,13.334999996004626,13.40999998501502,13.295000011567026,13.435000000754371,13.240000000223517,13.414999993983656,13.254999998025596,13.49000001209788,13.189999997848645,13.294999982463196,13.384999998379499,13.319999998202547,13.315000018337741,13.455000007525086,13.344999984838068,13.299999991431832,13.345000013941899,13.334999996004626,13.29000000259839,13.414999993983656,13.455000007525086,13.240000000223517,13.269999995827675,13.414999993983656]",131.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
24,html-keyboard-response,24,116870,0.0-14.1-1.1,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,RDK,25,118008,0.0-14.2-0.2,1137.7450000145473,,75.0,,True,"k,p",k,-1.0,True,2.0,100.0,1.0,"90,90","0.1,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.320235294111841,"[12.045000010402873,13.275000004796311,13.299999991431832,13.384999998379499,13.275000004796311,13.225000002421439,13.444999989587814,13.284999993629754,13.365000020712614,13.389999978244305,13.215000013587996,13.37000000057742,13.414999993983656,13.384999998379499,13.230000011390075,13.444999989587814,13.334999996004626,13.180000009015203,13.429999991785735,13.325000007171184,13.280000013764948,13.424999982817098,13.235000020358711,13.509999989764765,13.234999991254881,13.349999993806705,13.260000006994233,13.460000016493723,13.269999995827675,13.359999982640147,13.384999998379499,13.275000004796311,13.310000009369105,13.435000000754371,13.219999993452802,13.345000013941899,13.435000000754371,13.24999998905696,13.360000011743978,13.464999996358529,13.214999984484166,13.305000000400469,13.52999999653548,13.265000015962869,13.275000004796311,13.379999989410862,13.299999991431832,13.280000013764948,13.435000000754371,13.384999998379499,13.269999995827675,13.279999984661117,13.375000009546056,13.310000009369105,13.340000004973263,13.32999998703599,13.325000007171184,13.294999982463196,16.595000022789463,10.784999991301447,12.695000012172386,13.384999998379499,13.264999986859038,13.470000005327165,13.340000004973263,13.184999988880008,13.390000007348135,13.390000007348135,13.589999987743795,13.115000008838251,13.340000004973263,13.264999986859038,13.414999993983656,13.319999998202547,13.230000011390075,13.500000000931323,13.240000000223517,13.21000000461936,13.534999976400286,13.405000005150214,13.120000017806888,13.309999980265275,13.380000018514693,13.44999999855645,13.214999984484166]",85.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
26,html-keyboard-response,26,118560,0.0-14.2-1.2,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,RDK,27,120106,0.0-14.3-0.3,1545.4849999805447,,80.0,,True,"k,p",p,-1.0,True,2.0,100.0,1.0,"-90,-90","0,0.4",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.359130434590675,"[15.935000003082678,13.454999978421256,13.215000013587996,13.240000000223517,13.229999982286245,13.49000001209788,13.269999995827675,13.310000009369105,13.340000004973263,13.305000000400469,13.355000002775341,13.344999984838068,13.440000009723008,13.319999998202547,13.189999997848645,13.420000002952293,13.344999984838068,13.41000001411885,13.199999986682087,13.405000005150214,13.295000011567026,13.319999998202547,13.399999996181577,13.364999991608784,13.299999991431832,13.340000004973263,13.245000009192154,13.349999993806705,13.395000016316772,16.28999999957159,10.37999999243766,17.149999999674037,9.510000003501773,13.325000007171184,13.404999976046383,13.335000025108457,13.244999980088323,13.355000002775341,13.345000013941899,13.394999987212941,13.340000004973263,13.275000004796311,13.429999991785735,13.32999998703599,13.235000020358711,13.524999987566844,13.240000000223517,13.334999996004626,13.269999995827675,13.445000018691644,13.32999998703599,13.200000015785918,13.52999999653548,13.32999998703599,13.139999995473772,13.440000009723008,13.375000009546056,13.279999984661117,13.440000009723008,13.269999995827675,13.340000004973263,13.364999991608784,13.245000009192154,13.299999991431832,13.420000002952293,13.310000009369105,13.44999999855645,13.275000004796311,13.240000000223517,13.414999993983656,13.314999989233911,13.37000000057742,13.460000016493723,13.184999988880008,13.360000011743978,13.339999975869432,13.375000009546056,13.195000006817281,13.52999999653548,13.21000000461936,13.364999991608784,13.33000001613982,13.299999991431832,13.485000003129244,13.309999980265275,13.240000000223517,13.400000025285408,13.384999998379499,13.219999993452802,13.364999991608784,13.260000006994233,13.32999998703599,13.395000016316772,13.359999982640147,13.254999998025596,13.340000004973263,13.455000007525086,13.225000002421439,13.414999993983656,13.33000001613982,13.244999980088323,13.435000000754371,13.52999999653548,13.075000024400651,13.314999989233911,13.349999993806705,13.384999998379499,13.429999991785735,13.455000007525086,13.185000017983839,13.414999993983656,13.355000002775341,13.189999997848645,13.52999999653548,13.214999984484166]",115.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
28,html-keyboard-response,28,120659,0.0-14.3-1.3,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,RDK,29,122969,0.0-14.4-0.4,2309.43500000285,,75.0,,True,"k,p",k,-1.0,True,2.0,100.0,1.0,"90,90","0.1,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.3230346820258,"[10.905000002821907,13.16999999107793,13.379999989410862,13.364999991608784,13.230000011390075,16.590000013820827,10.089999996125698,13.334999996004626,13.379999989410862,13.440000009723008,13.360000011743978,13.359999982640147,13.139999995473772,13.399999996181577,13.340000004973263,13.420000002952293,13.334999996004626,13.29000000259839,13.299999991431832,13.355000002775341,13.300000020535663,13.359999982640147,13.390000007348135,13.314999989233911,13.550000003306195,13.204999995650724,13.175000000046566,13.325000007171184,13.41000001411885,13.229999982286245,13.455000007525086,13.284999993629754,13.340000004973263,13.414999993983656,13.350000022910535,13.339999975869432,13.319999998202547,13.335000025108457,13.314999989233911,13.32999998703599,13.29000000259839,13.390000007348135,13.24999998905696,13.390000007348135,13.360000011743978,13.324999978067353,13.395000016316772,13.344999984838068,13.320000027306378,13.32999998703599,13.44999999855645,13.150000013411045,13.429999991785735,13.199999986682087,13.475000014295802,13.379999989410862,13.384999998379499,13.315000018337741,13.254999998025596,13.37000000057742,13.269999995827675,13.444999989587814,13.180000009015203,13.344999984838068,13.500000000931323,13.215000013587996,13.32999998703599,13.280000013764948,13.29000000259839,13.479999994160607,13.264999986859038,13.425000011920929,13.325000007171184,13.29000000259839,13.284999993629754,13.444999989587814,13.230000011390075,13.374999980442226,13.295000011567026,13.360000011743978,13.435000000754371,13.305000000400469,13.294999982463196,13.405000005150214,13.444999989587814,13.230000011390075,13.24999998905696,13.415000023087487,13.319999998202547,13.439999980619177,13.265000015962869,13.359999982640147,13.270000024931505,13.404999976046383,13.245000009192154,13.360000011743978,13.444999989587814,13.204999995650724,13.33000001613982,13.549999974202365,13.155000022379681,16.54499999131076,10.500000003958121,13.000000006286427,13.344999984838068,16.510000015841797,10.11499998276122,13.315000018337741,13.444999989587814,13.245000009192154,13.44999999855645,13.314999989233911,13.319999998202547,13.230000011390075,13.334999996004626,13.394999987212941,13.269999995827675,16.605000011622906,13.254999998025596,13.345000013941899,10.240000003250316,13.44999999855645,13.119999988703057,13.535000005504116,13.314999989233911,13.360000011743978,13.305000000400469,13.275000004796311,13.454999978421256,13.395000016316772,13.254999998025596,13.21000000461936,13.439999980619177,13.269999995827675,13.245000009192154,13.475000014295802,13.364999991608784,13.344999984838068,13.390000007348135,13.225000002421439,13.494999991962686,13.245000009192154,13.260000006994233,13.355000002775341,13.305000000400469,13.420000002952293,13.284999993629754,13.420000002952293,13.384999998379499,13.284999993629754,13.189999997848645,13.440000009723008,13.349999993806705,13.319999998202547,13.360000011743978,13.349999993806705,13.264999986859038,13.334999996004626,13.440000009723008,13.200000015785918,13.464999996358529,13.349999993806705,13.154999993275851,13.464999996358529,13.340000004973263,13.305000000400469,13.355000002775341,13.295000011567026,13.32999998703599,13.364999991608784,13.295000011567026,13.319999998202547,13.435000000754371]",173.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
30,html-keyboard-response,30,123521,0.0-14.4-1.4,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,RDK,31,124344,0.0-14.5-0.5,822.4549999868033,,75.0,,True,"k,p",k,-1.0,True,2.0,100.0,1.0,"90,90","0.1,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.385819671980915,"[16.354999999748543,13.355000002775341,16.245000006165355,10.385000001406297,13.225000002421439,13.429999991785735,13.230000011390075,13.37000000057742,13.339999975869432,13.265000015962869,13.420000002952293,13.324999978067353,13.305000000400469,13.33000001613982,13.470000005327165,13.284999993629754,13.305000000400469,13.355000002775341,13.225000002421439,13.414999993983656,13.390000007348135,13.24999998905696,17.354999989038333,9.450000012293458,13.314999989233911,13.235000020358711,13.40999998501502,13.269999995827675,13.505000009899959,13.32999998703599,13.550000003306195,13.520000007702038,12.799999996786937,13.390000007348135,13.29000000259839,16.354999999748543,10.374999983469024,13.254999998025596,13.45000002766028,13.189999997848645,13.524999987566844,13.41000001411885,13.16999999107793,13.294999982463196,13.445000018691644,13.234999991254881,13.305000000400469,13.455000007525086,13.455000007525086,13.234999991254881,13.310000009369105,13.374999980442226,13.345000013941899,13.439999980619177,13.13000000664033,13.414999993983656,13.355000002775341,13.235000020358711,13.324999978067353,13.435000000754371,13.319999998202547]",61.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
32,html-keyboard-response,32,124897,0.0-14.5-1.5,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
